Title,Article Id,Date,Category,Has Audio,Summary,URL
A very Planet Money Thanksgiving,1197954683,"November 22, 2023",Podcasts & Shows,True,Planet Money hosts a Thanksgiving feast - of food and economics.,https://www.npr.org/2023/11/22/1197954683/thanksgiving-economics-turkey-prices-seating
Economic fact in literary fiction,1197954656,"November 17, 2023",Podcasts & Shows,True,"Min Jin Lee, author of",https://www.npr.org/2023/11/17/1197954656/station-eleven-pachinko-trust-novelists-economics-fiction
Why are we so bummed about the economy?,1197955840,"December 1, 2023",Podcasts & Shows,True,"A customer shops in a Kroger grocery store on July 15, 2022 in Houston, Texas.",https://www.npr.org/2023/12/01/1197955840/planet-money-consumer-sentiment
The Rumors,1149875505,"February 9, 2023",Podcasts & Shows,True,"A Florida National Guardsman stands guard in the Liberty City neighborhood of Miami as firefighters battle a blaze in the area after rioting on May, 20, 1980.",https://www.npr.org/2023/01/18/1149875505/the-rumors
The messy human drama behind OpenAI,1197958395,"November 20, 2023",Podcasts & Shows,True,"OpenAI CEO Sam Altman looks on during APEC on November 16, 2023 in San Francisco",https://www.npr.org/2023/11/20/1197958395/the-messy-human-drama-behind-openai
A Dangerous Kind Of Self-Delusion,734713126,"June 25, 2019",Podcasts & Shows,True,"The Edmund Pettus Bridge in Selma, Ala., was the scene of the confrontation that became known as Bloody Sunday.",https://www.npr.org/2019/06/21/734713126/a-dangerous-kind-of-self-delusion
How political campaigns raise millions through unwitting donors,1197958421,"November 21, 2023",Podcasts & Shows,True,"A lot of people have experienced some version of this: You sign up for the free one-week trial of some subscription service, only later to be surprised when you get a bill for the deluxe, forever plan. Or you log into a website once, and now your inbox is a flood of promotional emails. All because of a little pre-checked box tucked away, unnoticed.",https://www.npr.org/2023/11/21/1197958421/dark-defaults-political-campaigns-donors
Texas' new power grid problem,1197958510,"November 27, 2023",Podcasts & Shows,True,"In 2021, a huge winter storm hit Texas. It caused a days-long blackout that resulted in hundreds of deaths. The Texas grid operator adopted a new policy to guard against another blackout: it would incentivize plants to keep power in reserve. The problem is: that may have caused major price spikes.",https://www.npr.org/2023/11/27/1197958510/texas-new-power-grid-problem
Putting the 80/20 rule to the test,1197958541,"November 29, 2023",Podcasts & Shows,True,"A favorite of productivity hackers, the Pareto Principle, aka the 80/20 rule, has taken on a life of its own since it was first observed by an Italian economist over a century ago. The concept states that a small number of causes generates a large number of outcomes. Today on the show, the origins of the Pareto Principle, why marketing and business-types love it, and whether it holds up under scrutiny.",https://www.npr.org/2023/11/29/1197958541/pareto-principle-80-20-rule-to-the-test
Could SCOTUS outlaw wealth taxes?,1197958576,"November 30, 2023",Podcasts & Shows,True,"People participate in a ""March on Billionaires"" in the summer of 2020. The march called on the NY Governor to pass a tax on billionaires.",https://www.npr.org/2023/11/30/1197958576/could-scotus-outlaw-wealth-taxes
Oil prices and the Israel-Hamas war,1197958524,"November 28, 2023",Podcasts & Shows,True,"The Middle East is synonymous with oil production. And historically, oil prices usually surge when there's a conflict there.",https://www.npr.org/2023/11/28/1197958524/israel-hamas-war-oil-prices-falling
Who can and cannot get weight-loss drugs,1197958695,"December 4, 2023",Podcasts & Shows,True,"Drugs used for weight loss like Wegovy, Ozempic and Mounjaro are nearly everywhere in popular culture, but many patients struggling with obesity are still finding them hard to get. On today's show, what's slowing access to these drugs despite their long-term benefits for the economy and patients, and how social conditioning around obesity and excess weight clouds the conversation.",https://www.npr.org/2023/12/04/1197958695/semaglutide-weight-loss-drugs-and-health-insurers
The Unmarked Graveyard: Neil Harris Jr.,1200150151,"October 19, 2023",Podcasts & Shows,True,"A few years ago, a young man who called himself Stephen became a fixture in Manhattan's Riverside Park. Locals started noticing him sitting on the same park bench day after day. He said little and asked for nothing. When Stephen's body was found dead in 2017, the police were unable to identify him, and he was buried on Hart Island. Then, one day, a woman who knew him from the park stumbled upon his true identity, and his backstory came to light.",https://www.npr.org/2026/01/01/1200150151/zz-embedded-bonusdraft
Have we lost empathy amid war in the Middle East?,1196978509,"November 22, 2023",Podcasts & Shows,True,"How does climate change shape wildfires? That's the question John Vaillant's book ""Fire Weather: A True Story from a Hotter World"" seeks to answer. He joins us to talk about fire and the warming planet.",https://www.npr.org/2023/11/22/1196978509/here-now-anytime-draft-11-22-2023
Israel and Hamas Agree to Temporary Cease-fire and Hostage Release,1197956752,"November 22, 2023",Podcasts & Shows,True,"Demonstrators supporting Israel hold signs in front of demonstrators calling for a cease-fire in front of the White House in Washington, D.C., on Nov. 15.",https://www.npr.org/2023/11/22/1197956752/israel-and-hamas-agree-to-temporary-ceasefire-and-hostage-release
A Thanksgiving Treat: The NPR Politics Podcast Quiz,1197956777,"November 23, 2023",Podcasts & Shows,True,"US President Joe Biden pardons Chocolate, the National Thanksgiving Turkey, as he is joined by the National Turkey Federation Chairman Ronnie Parker (C) and Alexa Starnes, Daughter of the Owner of Circle S Ranch on the South Lawn of the White House in Washington, DC on November 21, 2022.",https://www.npr.org/2023/11/23/1197956777/thanksgiving-quiz
A Court Ruling Poses A New Threat To The Voting Rights Act's Protections,1197958202,"November 27, 2023",Podcasts & Shows,True,"A voting booth is seen during the Kentucky Primary Elections at polling place in the Simpsonville Community Gym on May 16, 2023 in Simpsonville, Kentucky. (Photo by Jon Cherry/Getty Images)",https://www.npr.org/2023/11/27/1197958202/the-npr-politics-podcast-draft-11-27-2023
Trump Is Breaking All The Rules Of The Iowa Caucuses — And Still Winning,1197958223,"November 28, 2023",Podcasts & Shows,True,"2024 Republican presidential candidate and former U.S. President Donald Trump arrives for a ""Commit To Caucus"" rally at the Jackson County Fairgrounds on September 20, 2023 in Maquoketa, Iowa. (Photo by Scott Olson/Getty Images)",https://www.npr.org/2023/11/28/1197958223/npr-politics-podcast-iowa-caucus-preview-trump
President Biden Is Sharpening His Attacks On Former President Trump,1197958301,"November 30, 2023",Podcasts & Shows,True,"PUEBLO, COLORADO - NOVEMBER 29: US President Joe Biden speaks about Bidenomics at CS Wind on November 29, 2023 in Pueblo, Colorado. (Photo by Michael Ciaglo/Getty Images)",https://www.npr.org/2023/11/30/1197958301/npr-politics-podcast-trump-biden-attacks-2024
The GOP Is Having An Identity Crisis Over America's Role in The World,1197958272,"November 29, 2023",Podcasts & Shows,True,"Republican presidential candidates (L-R) former New Jersey Gov. Chris Christie, former U.N. Ambassador Nikki Haley, Florida Gov. Ron DeSantis and Vivek Ramaswamy participate in the NBC News Republican Presidential Primary Debate on November 8, 2023 in Miami, Florida.  (Photo by Joe Raedle/Getty Images)",https://www.npr.org/2023/11/29/1197958272/npr-politics-podcast-republican-divides-ukraine-israel-2024
"Nikki Haley, Feminism & The Modern Republican Party",1197958327,"December 4, 2023",Podcasts & Shows,True,"Republican presidential candidate former U.N. Ambassador Nikki Haley greets guests at the third annual MMM Tailgate celebration hosted by U.S. Rep. Mariannette Miller-Meeks (R-IA) on October 20, 2023 in Iowa City, Iowa.",https://www.npr.org/2023/12/04/1197958327/nikki-haley-feminism-republican-politics
Feast your ears on Dwight Garner's memoir about eating,1196978518,"November 23, 2023",Podcasts & Shows,True,"Mark Kurlansky's new book ""The Core of an Onion"" includes the history, interesting facts and recipes including the allium. He tells us about it.",https://www.npr.org/2023/11/23/1196978518/here-now-anytime-draft-11-23-2023
"The House Expels Santos, and A Clash of Two Governors",1197954349,"December 1, 2023",Podcasts & Shows,True,"Rep. George Santos (R-NY) is surrounded by journalists as he leaves the U.S. Capitol after his fellow members of Congress voted to expel him from the House of Representatives on December 01, 2023 in Washington, DC. (Photo by Drew Angerer/Getty Images)",https://www.npr.org/2023/12/01/1197954349/the-npr-politics-podcast-george-santos-expelled
Make Thanksgiving leftovers taste even better the second time around,1196978540,"November 24, 2023",Podcasts & Shows,True,"After spending much of Thanksgiving day cooking, you've probably got some leftovers taking up space in the fridge. From a vanilla pudding to a frittata, our resident chef Kathy Gunst offers recipes to transform those leftovers into something possibly even better than the first time you ate them.",https://www.npr.org/2023/11/24/1196978540/here-now-anytime-draft-11-24-2023
'The Gun Machine' Ep. 8: Accounting for the true cost of gun violence,1203037073,"November 24, 2023",Podcasts & Shows,True,Illustration by Diego Mallo,https://www.npr.org/2026/01/01/1203037073/zz-here-nowanytime-bonusdraft
One economic hurdle people with disabilities face? A limit on savings,1196978547,"November 27, 2023",Podcasts & Shows,True,"As Palestinian prisoners return as part of the hostage exchange with Israel, The Washington Post's Louisa Loveluck tells us about it.",https://www.npr.org/2023/11/27/1196978547/here-now-anytime-draft-11-27-2023
The Jan. 6 Case Against Donald Trump is Taking Shape,1197956719,"November 21, 2023",Podcasts & Shows,True,"WASHINGTON, DC - SEPTEMBER 07: Peter Navarro, an advisor to former U.S. President Donald Trump, arrives at the E. Barrett Prettyman Courthouse on September 07, 2023 in Washington, DC. The jury is expected to begin deliberating today in Navarro's contempt of Congress case for failing to comply with a congressional subpoena from the House January 6 Committee. (Photo by Kevin Dietsch/Getty Images)",https://www.npr.org/2023/11/21/1197956719/the-npr-politics-podcast-draft-11-21-2023
"On college campuses, Israel-Hamas war spotlights free speech concerns",1196978564,"November 29, 2023",Podcasts & Shows,True,"Juliette Touma, director of communications for the United Nations Palestine Refugee Agency, talks about what is going on inside Gaza as the temporary ceasefire continues between Israel and Hamas.",https://www.npr.org/2023/11/29/1196978564/here-now-anytime-draft-11-29-2023
How religious lobbyists made sure abortion bans stayed as strict as possible,1196978557,"November 28, 2023",Podcasts & Shows,True,"During an extension of the ceasefire between Israel and Hamas, White House officials expect more hostages to be released. Christoper O'Leary, the U.S. government's former director of hostage rescue and recovery, about tactics and strategies to release Americans and others still held.",https://www.npr.org/2023/11/28/1196978557/here-now-anytime-draft-11-28-2023
Oil production dominates international climate conversations,1196978572,"November 30, 2023",Podcasts & Shows,True,"This year's COP climate summit begins Thursday in Dubai. Nigel Purvis, a former U.S. climate negotiator and current CEO of Climate Advisers, joins us to talk about the controversy that will likely ensue when the summit gets underway.",https://www.npr.org/2023/11/30/1196978572/here-now-anytime-draft-11-30-2023
What war means for future Palestinian and Israeli political leadership,1196978579,"December 1, 2023",Podcasts & Shows,True,Palestinian journalist and storyteller Maram Humaid joins us from Gaza to talk about the end of the seven-day ceasefire.,https://www.npr.org/2023/12/01/1196978579/here-now-anytime-draft-12-01-2023
How spreading rock dust on farms could be a climate solution,1196978590,"December 4, 2023",Podcasts & Shows,True,Enhanced rock weathering can help remove carbon dioxide from the atmosphere and instead store it deep within the Earth where it remains for eons. Numerous companies are tapping into this process.,https://www.npr.org/2023/12/04/1196978590/here-now-anytime-draft-12-04-2023
The Unmarked Graveyard: Angel Garcia,1200150157,"October 26, 2023",Podcasts & Shows,True,"When Annette Vega was seven years old, she found out the man she called ""dad"" wasn't her biological father. But all she knew was that her mom had had a teenage romance with a guy named Angel Garcia. Annette has searched for Angel for more than 30 years. That search is coming to the end.",https://www.npr.org/2026/01/01/1200150157/radio-diaries-unmarked-graveyard-angel-garcia
Introducing All The Only Ones,1208317459,"October 30, 2023",Podcasts & Shows,True,is a new 3-part series from NPR's,https://www.npr.org/2023/10/24/1208317459/introducing-all-the-only-ones
All The Only Ones: I can't wait ,1200150161,"November 9, 2023",Podcasts & Shows,True,"In part 2, we meet Parker, a senior in high school in Columbus, Ohio. Parker is a top field hockey athlete, but as a trans person, he is faced with making a difficult decision: either pursuing his dreams as a D1 trans field hockey player in college next year, or pursuing his dreams of starting hormone replacement therapy, which could get him banned from playing. We also meet two historical trans youth of the 1960s, Vicky and Donna, both facing barriers to getting the care and treatment they need after repeatedly looking for help.",https://www.npr.org/2026/01/01/1200150161/all-the-only-ones-ep-2
All The Only Ones: The missing piece of the puzzle,1200150159,"November 2, 2023",Podcasts & Shows,True,"In our first episode, we meet Zen, a Mexican-American, New Orleans native, coming into their transness, exploring its spectrum, as we learn about an historic trans person, Bernard, from Alabama in the early 1900s, fighting to be seen. They're both navigating their identities in a world that is constantly trying to define them.",https://www.npr.org/2026/01/01/1200150159/all-the-only-ones-episode-1
All The Only Ones: No More (Gender) Drama,1200150163,"November 16, 2023",Podcasts & Shows,True,"In the final episode of the series, we meet Christine, an 18 year old from New Mexico, shortly after starting hormone replacement therapy, as she navigates her freshman year of college. We also meet Dr. Charles Ihlenfeld, who was a physician at the John Hopkins Gender Clinic, working with many young people as they transitioned in the 1970s. We spend time with one of his patients, Joanna, whose path to transition meant hiding her past, and how in 2023, being visible can be empowering, but also dangerous.",https://www.npr.org/2026/01/01/1200150163/all-the-only-ones-ep-3
Best Of: The 1A Record Club Celebrates 50 Years Of Hip-Hop,1198909100,"November 22, 2023",Podcasts & Shows,True,Gordon Cowie on Unsplash,https://www.npr.org/2023/11/22/1198909100/1a-draft-11-22-2023
Best Of: 'Strange Planet' Satirizes The Absurdities Of Everyday Life,1198909116,"November 23, 2023",Podcasts & Shows,True,Strange Planet,https://www.npr.org/2023/11/23/1198909116/1a-draft-11-23-2023
The Sunday Story: Meeting the Puzzlemaster ,1198909426,"November 26, 2023",Podcasts & Shows,True,"Ayesha Rascoe and Will Shortz play a round of table tennis at the Westchester Table Tennis Center, where Shortz spends his time when he's not editing puzzles.",https://www.npr.org/2023/11/26/1198909426/meeting-the-puzzle-master
"The Latest on Israel-Gaza, COP28 in Dubai, Memorials for Rosalynn Carter",1198909438,"November 27, 2023",Podcasts & Shows,True,"Israel and Hamas consider extending a four-day pause in fighting. Global climate talks begin later this week in Dubai. And three days of memorial events start in Georgia for former First Lady Rosalynn Carter, who died on Nov. 19 at the age of 96.",https://www.npr.org/2023/11/27/1198909438/up-first-draft-11-27-2023
"Israel-Hamas Extended Truce, Vermont Shooting, Iowa Caucus",1198909449,"November 28, 2023",Podcasts & Shows,True,President Biden says Israel and Hamas have agreed to extend a temporary truce for two more days. Authorities investigate the shooting of three men of Palestinian descent as a hate crime. And the 2024 race for the Republican presidential nominee shapes up.,https://www.npr.org/2023/11/28/1198909449/up-first-draft-11-28-2023
"Blinken in Brussels, Biden in Colorado, COP28 in Dubai",1198909456,"November 29, 2023",Podcasts & Shows,True,U.S. Secretary of State Antony Blinken speaks with NATO foreign ministers in Brussels before heading to the Middle East. President Biden visits Colorado where he's expected to tout his administration's investment in clean energy jobs. And world leaders prepare to begin climate change negotiations in Dubai.,https://www.npr.org/2023/11/29/1198909456/up-first-draft-11-29-2023
"Antony Blinken in Israel, George Santos Expulsion Vote, US-India Tensions",1198909467,"November 30, 2023",Podcasts & Shows,True,Israel and Hamas agree to extend a temporary truce by another day. The House weighs whether to expel first-term Republican Congressman George Santos. And the Department of Justice indicts an Indian intelligence officer for allegedly ordering the assassination of a Sikh separatist in New York.,https://www.npr.org/2023/11/30/1198909467/up-first-draft-11-30-2023
"Israel-Hamas Fighting Resumes, Ukraine Aid Holdup, DeSantis vs. Newsom Debate",1198909480,"December 1, 2023",Podcasts & Shows,True,"Israeli airstrikes on Gaza resumed on Friday after a weeklong ceasefire. What does the return to war mean for civilians? The White House wants lawmakers to provide additional funds to Israel and Ukraine. House Republicans won't go along, unless they get a concession on their border policy. And Florida's Republican Gov. Ron DeSantis debated California Democrat Gavin Newsom.",https://www.npr.org/2023/12/01/1198909480/israel-hamas-fighting-resumes-ukraine-aid-holdup-desantis-vs-newsom-debate
"Fighting Resumes, Harris At Climate Summit, Remembering Sandra Day O'Connor",1198909487,"December 2, 2023",Podcasts & Shows,True,Fighting between Israel and Hamas has resumed after a seven-day pause. Vice President Kamala Harris speaks at the COP28 climate summit in Dubai. Sandra Day O'Connor is remembered as a champion of women in the law.,https://www.npr.org/2023/12/02/1198909487/up-first-draft-12-02-2023
The Sunday Story: All The Only Ones,1198909496,"December 3, 2023",Podcasts & Shows,True,In this week's episode,https://www.npr.org/2023/12/03/1198909496/sunday-story-all-the-only-ones
"Israel Expands Military Operation, SCOTUS Hears Purdue Pharma Case, Liz Cheney",1198909507,"December 4, 2023",Podcasts & Shows,True,"Israel says it expanded its ground offensive against Hamas to all parts of Gaza. This includes the occupied territory's southern areas, where people fled to in the early days of the war. What does this mean for the civilians in Gaza? The Supreme Court on Monday hears arguments for and against a bankruptcy settlement. It involves Purdue Pharma, maker of the pain medication OxyContin. And former Wyoming Congresswoman Liz Cheney warns about the threat of a second Trump presidency.",https://www.npr.org/2023/12/04/1198909507/up-first-draft-12-04-2023
Black Friday and Beyond,1198909264,"November 24, 2023",Podcasts & Shows,True,Many Americans look forward to Black Friday and the holiday shopping season.,https://www.npr.org/2023/11/24/1198909264/black-friday-and-beyond
"Ex-Ambassador Charged As Agent, Houthi Attack, Nelson Mandela's Death Anniversary",1198909518,"December 5, 2023",Podcasts & Shows,True,"The Justice Department accuses former U.S. ambassador Victor Manuel Rocha of working as a ""clandestine agent"" on behalf of Cuba. The Pentagon says that Houthi rebels from Yemen attacked an American naval destroyer and three commercial ships in the Red Sea. And South Africa marks the 10th anniversary of the death of Nelson Mandela.",https://www.npr.org/2023/12/05/1198909518/ex-ambassador-charged-as-agent-houthi-attack-nelson-mandelas-death-anniversary
Rebuilding Life After Captivity,1198909281,"November 27, 2023",Podcasts & Shows,True,"Nine-year-old Emily Hand, a released hostage, reunites with her father Sunday, Nov. 26, 2023, in Israel.",https://www.npr.org/2023/11/27/1198909281/rebuilding-life-after-captivity
What Young Voters Want in 2024,1198909275,"November 26, 2023",Podcasts & Shows,True,"Activists at the March for Our Lives in 2022 in Washington, DC, advocating for legislation intended to prevent gun violence. It has been a defining issue for many Gen Z voters.",https://www.npr.org/2023/11/26/1198909275/consider-this-from-npr-draft-11-26-2023
Ranked Choice Voting May Be Coming To An Election Near You ,1198909408,"December 3, 2023",Podcasts & Shows,True,Voters in almost 50 American cities and states have switched to a ranked choice voting system.,https://www.npr.org/2023/12/03/1198909408/consider-this-from-npr-draft-12-03-2023
Big Oil Leads at COP28,1198909396,"December 1, 2023",Podcasts & Shows,True,COP28 President Sultan Ahmed al-Jaber attends the opening session of the climate conference.,https://www.npr.org/2023/12/01/1198909396/big-oil-leads-at-cop28
Is Biden's Unconditional Support Of Israel Nearing Its Limit?,1198909419,"December 4, 2023",Podcasts & Shows,True,"Palestinian citizens inspect destruction from air strikes on Dec. 4 in Khan Younis, Gaza.",https://www.npr.org/2023/12/04/1198909419/consider-this-from-npr-draft-12-04-2023
The 1A Record Club Listens To Dolly Parton's 'Rockstar',1198909136,"November 24, 2023",Podcasts & Shows,True,"Dolly Parton performs on stage at ACL Live during Blockchain Creative Labs' Dollyverse event at SXSW during the 2022 SXSW Conference and Festivals in Austin, Texas.",https://www.npr.org/2023/11/24/1198909136/the-1a-record-club-listens-to-dolly-partons-rockstar
Linking Math And Games Across The World ,1198909160,"November 27, 2023",Podcasts & Shows,True,Mahjong is an internationally popular game originally from China.,https://www.npr.org/2023/11/27/1198909160/linking-math-and-games-across-the-world
'The Big Dig': The Legacy Of The Costliest Highway Project,1198916026,"November 26, 2023",Podcasts & Shows,True,"The Big Dig construction site sits empty near Boston, MA.",https://www.npr.org/2026/01/01/1198916026/the-big-dig-the-legacy-of-the-costliest-highway-project
Best Of: What We Get Wrong About Forgiveness,1198909178,"November 28, 2023",Podcasts & Shows,True,Some relatives of the victims of the Charleston church shooting publicly forgave the murderer.,https://www.npr.org/2023/11/28/1198909178/1a-draft-11-28-2023
Best Of: 'The Golden Bachelor' And Finding Love After 60,1198909200,"November 30, 2023",Podcasts & Shows,True,A retired couple walk hand-in-hand along the beach.,https://www.npr.org/2023/11/30/1198909200/1a-draft-11-30-2023
WeWork's Bankruptcy And The Future Of Coworking Spaces,1198909187,"November 29, 2023",Podcasts & Shows,True,People walk out of the co-working space WeWork in the Williamsburg neighborhood in Brooklyn in New York City.,https://www.npr.org/2023/11/29/1198909187/1a-draft-11-29-2023
"The News Roundup For December 1, 2023",1198909209,"December 1, 2023",Podcasts & Shows,True,"Rep. George Santos (R-NY) talks to reporters outside the U.S. Capitol in Washington, DC.",https://www.npr.org/2023/12/01/1198909209/1a-draft-12-01-2023
SOS: 50 Years After The Endangered Species Act ,1198909225,"December 4, 2023",Podcasts & Shows,True,"A blunt-nosed leopard lizard, listed as endangered, sits in the blackened and charred grass of the Almond Fire which which burned over 5,200 acres in Lost Hills, California.",https://www.npr.org/2023/12/04/1198909225/1a-draft-12-04-2023
Scott Detrow,444796749,,Podcasts & Shows,True,Scott Detrow is the weekend host of,https://www.npr.org/people/444796749/scott-detrow
Sunday Puzzle: Time to Flip-Flop!,1184830903,"July 2, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/07/02/1184830903/sunday-puzzle-time-to-flip-flop
Sunday Puzzle: Fill in the Blank,1186650754,"July 9, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/07/09/1186650754/sunday-puzzle-fill-in-the-blank
"Sunday Puzzle: Two Words, Scrambled Please",1187565845,"July 16, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/07/16/1187565845/sunday-puzzle-two-words-scrambled-please
Sunday Puzzle: Can You Guess these Popular TV Shows?,1189601109,"July 23, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/07/23/1189601109/sunday-puzzle-can-you-guess-these-popular-tv-shows
Sunday Puzzle: Let the Categories Guide You,1190970464,"July 30, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/07/30/1190970464/sunday-puzzle-let-the-categories-guide-you
Sunday Puzzle: Fill in the Blank,1193621080,"August 13, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/08/13/1193621080/sunday-puzzle-fill-in-the-blank
Sunday Puzzle: Batter Up! ,1192355816,"August 6, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/08/06/1192355816/sunday-puzzle-batter-up
Sunday Puzzle: You Better Make It LAST!,1194416790,"August 20, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/08/20/1194416790/sunday-puzzle-you-better-make-it-last
Sunday Puzzle: From City to City,1196187318,"August 27, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/08/27/1196187318/sunday-puzzle-from-city-to-city
Sunday Puzzle: H.R. You Ready to Play the Puzzle? ,1197212316,"September 3, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/09/03/1197212316/sunday-puzzle-h-r-you-ready-to-play-the-puzzle
Sunday Puzzle: Switch It Out! ,1198507860,"September 10, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/09/10/1198507860/sunday-puzzle-switch-it-out
Sunday Puzzle: Back to Class! ,1201320604,"September 24, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/09/24/1201320604/sunday-puzzle-back-to-class
"Sunday Puzzle: An I and an A, the Long Way. ",1202849224,"October 1, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/10/01/1202849224/sunday-puzzle-an-i-and-an-a-the-long-way
Sunday Puzzle: Home Run!,1199997087,"September 17, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/09/17/1199997087/sunday-puzzle-home-run
Sunday Puzzle: A (D)arn (H)ard Puzzle! ,1204456271,"October 8, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/10/08/1204456271/sunday-puzzle-a-d-arn-h-ard-puzzle
Sunday Puzzle: Here We Go(oo)!,1207861491,"October 22, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/10/22/1207861491/sunday-puzzle-here-we-go-oo
Sunday Puzzle: Don't PASS this up!,1209313553,"October 29, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/10/29/1209313553/sunday-puzzle-dont-pass-this-up
Sunday Puzzle: Hidden Cities,1210456601,"November 5, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/11/05/1210456601/sunday-puzzle-hidden-cities
NPR's puzzle master Will Shortz puts the pieces of his life together for us,1212534803,"November 12, 2023",Podcasts & Shows,True,"Here are some sentences. In each one, find two words that sound like to other words that are synonyms.",https://www.npr.org/2023/11/12/1212534803/nprs-puzzle-master-will-shortz-puts-the-pieces-of-his-life-together-for-us
Sunday Puzzle: Linking Arms,1214042380,"November 19, 2023",Podcasts & Shows,True,"NPR's Ayesha Rascoe plays the puzzle with Stephen Portnoy of Hillsboro, Oregon and Weekend Edition puzzlemaster, Will Shortz.",https://www.npr.org/2023/11/19/1214042380/sunday-puzzle-linking-arms
Sunday Puzzle: Body Swap,1205950960,"October 15, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/10/15/1205950960/sunday-puzzle-body-swap
Sunday Puzzle: TA-ke That! ,1215202086,"November 26, 2023",Podcasts & Shows,True,Sunday Puzzle,https://www.npr.org/2023/11/26/1215202086/sunday-puzzle-ta-ke-that
We rewind to a time when Israel and Gaza were close to peace,1196978494,"November 20, 2023",Podcasts & Shows,True,"We hear about a time when an airport opened in Gaza, a U.S. president visited and it seemed like Palestinian statehood was close to being a reality.",https://www.npr.org/2023/11/20/1196978494/we-rewind-to-a-time-when-israel-and-gaza-were-close-to-peace
Miles Parks,395772167,,Podcasts & Shows,True,"Miles Parks is a correspondent on NPR's Washington Desk, where he covers voting and election security.",https://www.npr.org/people/395772167/miles-parks
A possible deal to release Israeli hostages; Russian news media in exile ,1196978510,"November 22, 2023",Podcasts & Shows,True,Hamas and Israel have reached a deal to release some Israeli hostages in exchange for Palestinian prisoners and a pause in fighting. We get the details from our reporter in Tel Aviv.,https://www.npr.org/2023/11/22/1196978510/a-possible-deal-to-release-israeli-hostages-russian-news-media-in-exile
What it's like to be a Palestinian living in Israel right now,1196978501,"November 21, 2023",Podcasts & Shows,True,"One fifth of Israeli citizens also identify as Palestinian or Arab.  Israel's war with Gaza has meant a tension between the actions of their country and their identity.  At the same time, many are facing increased discrimination.",https://www.npr.org/2023/11/21/1196978501/what-its-like-to-be-a-palestinian-living-in-israel-right-now
The Hamas leader behind the October 7 attack and the hostage release,1196978550,"November 27, 2023",Podcasts & Shows,True,"Yahya Sinwar, chief of the Palestinian Islamist Hamas movement in Gaza, delivers a speech during a rally to mark ""Jerusalem Day,"" or Al-Quds Day on April 14, 2023.",https://www.npr.org/2023/11/27/1196978550/the-hamas-leader-behind-the-october-7-attack-and-the-hostage-release
The economic boom and environmental bust of illegal gold ,1196978542,"November 24, 2023",Podcasts & Shows,True,"Illegal gold mining is profitable in Brazil, bringing in more than $2 billion a year. And the government has made it easier to get away with. But the practice damages the rainforest and poisons indigenous communities. We go to a town at the center of the illegal mine business.",https://www.npr.org/2023/11/24/1196978542/the-economic-boom-and-environmental-bust-of-illegal-gold
What it's like on the ground in Gaza from an Israeli and a Palestinian,1196978565,"November 29, 2023",Podcasts & Shows,True,We hear about two experiences of life in Gaza. One from a 22 year-old Israeli reserve soldier sent into the Gaza Strip with his unit. And a mother of two who lives in Gaza trying to shield her children from the horrors of war and stay alive.,https://www.npr.org/2023/11/29/1196978565/what-its-like-on-the-ground-in-gaza-from-an-israeli-and-a-palestinian
Danger for Gazans who followed Israel's evacuation order; family of released hostage,1196978556,"November 28, 2023",Podcasts & Shows,True,"Satellite image from Copernicus Sentinel-2, taken on Sept. 7, processed by Sentinel Hub. Damage analysis of Copernicus Sentinel-1 satellite data from Oct. 7 to Nov. 10 by Corey Scher of CUNY Graduate Center and Jamon Van Den Hoek of Oregon State University. Building footprints from Microsoft.",https://www.npr.org/2023/11/28/1196978556/danger-for-gazans-who-followed-israels-evacuation-order-family-of-released-hosta
War fatigue in Russia,1196978573,"November 30, 2023",Podcasts & Shows,True,"Our reporter in Moscow tells us of a manifesto, claiming to be from families of Russian troops, calling for demobilization and other signs of faltering support for Russia's war in Ukraine.",https://www.npr.org/2023/11/30/1196978573/war-fatigue-in-russia
